7.029841269,136.176,0.382403628
7.412244897,137.787,0.227120181
7.656780045,153.813,0.580498866
8.266303854,136.986,0.586303854
8.875827664,185.961,0.592108843
9.502766439,175.561,0.748843537
10.779863945,134.375,0.348299319
11.139773242,136.275,0.214784580
11.377777777,153.239,0.586303854
11.993106575,135.274,0.563083900
12.654875283,205.994,0.539863945
13.241156462,184.088,0.696598639
14.500839002,135.403,0.359909297
14.878163265,135.333,0.139319727
15.121995464,276.716,0.557278911
15.743129251,229.22,0.580498866
16.375873015,181.457,0.592108843
17.008594104,171.832,0.580498866
17.641337868,151.065,0.284444444
18.326349206,241.836,0.359909297
18.692040816,243.255,0.168344671
18.918458049,230.221,0.545668934
19.516349206,181.23,0.592108843
20.125895691,204.677,0.586303854
20.752811791,183.987,0.673378684
22.064761904,136.227,0.359909297
22.436258503,137.271,0.238004535
22.697505668,152.053,0.557278911
23.295396825,136.675,0.597913832
23.922358276,185.094,0.580498866
24.537687074,176.48,0.615328798
25.797369614,136.544,0.365714285
26.168888888,140.402,0.203174603
26.389455782,155.216,0.580498866
26.987369614,138.702,0.615328798
27.660748299,209.948,0.551473922
28.252879818,185.881,0.592108843
29.529954648,139.153,0.359909297
29.907278911,139.726,0.139319727
30.168503401,276.975,0.568888888
30.789659863,227.146,0.539863945
31.393378684,186.979,0.597891156
32.031927437,178.786,0.528253968
32.595011337,158.347,0.336689342
33.303219954,250.937,0.354104308
33.668934240,249.844,0.208979591
33.895306122,236.007,0.557278911
34.516439909,187.755,0.592108843
35.131768707,208.262,0.563083900
35.764535147,188.561,0.632743764
37.093854875,138.576,0.359909297
37.477006802,139.526,0.208979591
37.709183673,154.157,0.563083900
38.312902494,139.976,0.574693877
38.916643990,189.733,0.557278911
39.531950113,178.532,0.609523809
40.803242630,139.641,0.348299319
41.168979591,141.576,0.203174603
41.389569160,156.292,0.586303854
42.016507936,138.764,0.586303854
42.666666666,205.845,0.499229024
43.223922902,186.754,0.702403628
44.524263038,135.562,0.359909297
44.907369614,137.415,0.139319727
45.180226757,284.214,0.545668934
45.778140589,233.594,0.557278911
46.376054421,187.827,0.580498866
47.008798185,179.715,0.586303854
47.624104308,157.304,0.272834467
48.320725623,253.135,0.319274376
48.651609977,250.955,0.208979591
48.883809523,237.174,0.568888888
49.493333333,190.209,0.592108843
50.102857142,210.415,0.609523809
50.752993197,189.653,0.830113378
