1.468662131,140.335,0.423764172
1.962086167,143.625,0.208979591
2.200090702,156.079,0.476009070
2.908299319,139.832,0.626938775
3.639705215,190.878,0.539863945
4.185396825,180.041,1.027482993
5.648231292,144.184,0.383129251
6.066213151,141.974,0.197369614
6.286780045,159.41,0.510839002
6.995011337,142.032,0.609523809
7.697414965,212.883,0.597913832
8.301133786,191.223,0.946213151
9.694331065,140.215,0.354104308
10.089070294,143.12,0.116099773
10.356077097,284.618,0.615328798
11.017868480,235.726,0.534058956
11.662199546,189.363,0.441179138
12.323990929,177.989,0.574693877
12.904489795,156.417,0.510839002
13.693968253,249.807,0.388934240
14.123537414,250.374,0.197369614
14.349931972,238.742,0.522448979
15.058140589,188.819,0.597913832
15.783764172,213.846,0.563083900
16.352630385,190.062,0.952018140
17.786485260,143.382,0.336689342
18.239274376,140.023,0.179954648
18.454058956,159.729,0.505034013
19.156439909,142.352,0.574693877
19.829841269,190.14,0.510839002
20.346485260,181.837,0.870748299
21.722267573,138.605,0.359909297
22.157641723,135.584,0.168344671
22.355011337,155.726,0.487619047
23.045804988,140.826,0.557278911
23.713378684,210.756,0.551473922
24.270657596,190.785,0.946213151
25.634829931,140.34,0.394739229
26.070204081,138.137,0.185759637
26.337210884,286.63,0.621133786
27.016417233,239.031,0.528253968
27.649160997,188.405,0.417959183
28.293492063,177.114,0.597913832
28.897210884,156.928,0.510839002
29.715736961,250.13,0.365714285
30.156916099,249.208,0.156734693
30.394920634,238.23,0.499229024
31.103129251,187.237,0.586303854
31.834535147,211.785,0.592108843
32.432471655,189.105,0.975238095
33.918548752,139.646,0.383129251
34.377120181,139.662,0.197369614
34.597709750,157.733,0.499229024
35.294331065,141.447,0.621133786
36.014149659,189.029,0.574693877
36.594625850,179.944,0.946213151
37.987845804,139.877,0.417959183
38.446417233,138.95,0.179954648
38.655396825,156.473,0.464399092
39.352018140,141.204,0.580498866
40.054421768,213.213,0.574693877
40.634920634,188.717,0.928798185
41.952630385,144.697,0.208979591
42.359002267,140.89,0.185759637
42.591179138,287.934,0.632766439
43.287800453,240.539,0.563083900
43.955374149,189.124,0.429569160
44.605532879,175.682,0.563083900
45.174421768,161.189,0.522448979
46.010317460,255.505,0.359909297
46.486349206,253.976,0.179954648
46.689523809,241.6,0.470204081
47.409342403,188.881,0.586303854
48.158163265,212.63,0.557278911
48.721247165,189.065,0.963628117
